Flight Line FlownMis FlownHel Production Mission Occurrence
20230325.01 309305 3.314 3.317 00:02:42 L309300.4 1
20230321.01 309401 1.078 1.062 00:00:48 L309400.0 1
20230321.02 309402 7.013 7.17 00:05:10 L309400.1 1
20230323.02 309403 4.792 4.789 00:03:04 L309400.1 2
20230414.02 309407 6.084 6.123 00:04:21 L309400.2 1
20230325.01 309404 1.117 1.122 00:00:59 L309400.3 1
20230325.01 309405 1.931 1.985 00:01:36 L309400.4 1
20230325.01 309406 1.12 1.128 00:00:50 L309400.5 1
20230321.01 309501 1.123 1.114 00:01:03 L309500.0 1
20230321.02 309502 7.072 7.364 00:05:35 L309500.1 1
20230323.02 309503 4.704 4.705 00:03:24 L309500.2 1
20230323.02 309504 4.721 4.843 00:04:03 L309500.2 2
20230414.02 309506 4.935 4.979 00:04:12 L309500.3 1
20230414.02 309507 0.762 0.759 00:00:42 L309500.3 2
20230325.01 309505 1.849 1.853 00:01:33 L309500.4 1
20230321.01 309601 1.137 1.115 00:00:51 L309600.0 1
20230321.02 309602 7.142 7.376 00:04:47 L309600.1 1
20230414.02 309604 5.887 5.985 00:04:12 L309600.4 1
20230325.01 309603 2.04 2.026 00:01:27 L309600.5 1
20230321.01 309701 0.989 1.025 00:00:56 L309700.0 1
20230321.02 309702 7.372 7.584 00:05:08 L309700.1 1
20230323.02 309703 4.926 5.096 00:04:34 L309700.3 1
20230414.02 309705 5.904 5.906 00:04:36 L309700.4 1
20230325.01 309704 2.018 2.021 00:01:38 L309700.5 1
20230321.01 309801 1.011 1.006 00:00:43 L309800.0 1
20230321.02 309802 7.489 7.615 00:04:31 L309800.1 1
20230323.02 309803 5.179 5.516 00:04:37 L309800.3 1
20230414.02 309806 0.042 10.072 00:07:15 L309800.4 1
20230325.01 309804 0.431 0.43 00:00:24 L309800.5 1
20230325.01 309805 1.236 1.21 00:00:52 L309800.5 2
20230321.01 309901 0.872 0.853 00:00:43 L309900.0 1
20230324.02 383007 0.274 0.827 00:00:44 383007 1
20230323.02 309904 8.816 8.989 00:07:14 L309900.1 1
20230323.02 309903 1.07 1.068 00:00:56 L309900.2 1
20230323.02 309902 0.966 0.972 00:01:07 L309900.3 1
20230325.01 309905 0.368 0.363 00:00:23 L309900.5 1
20230325.01 309906 1.218 1.216 00:00:58 L309900.5 2
20230321.01 310001 0.912 0.898 00:00:46 L310000.0 1
20230323.02 310004 6.784 6.786 00:04:42 L310000.1 1
20230323.02 310003 1.752 1.737 00:01:20 L310000.1 2
20230323.02 310002 0.963 0.97 00:01:07 L310000.2 1
20230414.02 310007 4.879 4.922 00:03:07 L310000.3 1
20230325.01 310005 1.229 1.224 00:01:07 L310000.4 1
20230325.01 310006 1.927 1.982 00:01:27 L310000.5 1
20230321.01 310101 0.662 0.646 00:00:36 L310100.0 1
20230323.02 310103 8.139 8.398 00:06:58 L310100.1 1
20230323.02 310102 0.794 0.783 00:00:42 L310100.1 2
20230414.02 310106 4.0 4.056 00:03:08 L310100.2 1
20230325.01 310104 1.586 1.551 00:01:16 L310100.3 1
20230325.01 310105 1.948 1.958 00:01:36 L310100.4 1
20230321.01 310201 0.795 0.79 00:00:38 L310200.0 1
20230323.02 310202 3.977 3.992 00:03:13 L310200.1 1
20230323.02 310203 4.513 4.515 00:03:12 L310200.2 1
20230414.02 310206 3.951 3.96 00:02:33 L310200.3 1
20230325.01 310204 1.925 1.923 00:01:48 L310200.4 1
20230325.01 310205 1.888 1.869 00:01:20 L310200.5 1
20230321.01 310401 0.933 0.915 00:00:52 L310300.0 1
20230323.02 310303 3.924 4.016 00:03:21 L310300.1 1
20230323.02 310302 3.086 3.1 00:02:29 L310300.2 1
20230323.02 310301 1.265 1.261 00:01:10 L310300.3 1
20230414.02 310306 5.503 5.565 00:04:21 L310300.4 1
20230325.01 310304 2.5 2.52 00:01:49 L310300.5 1
20230325.01 310305 1.639 1.619 00:01:23 L310300.6 1
20230321.01 310402 0.914 0.9 00:00:43 L310400.0 1
20230323.02 310403 3.7 3.75 00:02:49 L310400.1 1
20230323.02 310404 2.671 2.714 00:02:03 L310400.2 1
20230324.01 310405 1.235 1.274 00:01:18 L310400.3 1
20230414.02 310408 5.378 5.386 00:03:40 L310400.4 1
20230325.01 310406 2.48 2.495 00:02:01 L310400.5 1
20230325.01 310407 1.645 1.635 00:01:14 L310400.6 1
20230321.01 310501 1.055 1.037 00:00:56 L310500.0 1
20230323.02 310503 3.689 3.714 00:02:53 L310500.1 1
20230323.02 310502 2.143 2.143 00:01:41 L310500.2 1
20230324.01 310504 1.327 1.328 00:01:06 L310500.3 1
20230414.02 310507 5.297 5.3 00:03:58 L310500.4 1
20230325.01 310505 2.396 2.397 00:01:41 L310500.5 1
20230325.01 310506 1.645 1.648 00:01:26 L310500.6 1
20230321.01 310601 1.07 1.074 00:00:49 L310600.0 1
20230323.02 310602 3.522 3.516 00:02:37 L310600.1 1
20230324.01 310604 2.108 2.1 00:01:45 L310600.2 1
20230324.01 310603 1.453 1.446 00:01:13 L310600.3 1
20230414.02 310607 5.235 5.231 00:03:27 L310600.4 1
20230325.01 310605 2.652 2.683 00:02:16 L310600.5 1
20230325.01 310606 1.675 1.656 00:01:01 L310600.6 1
20230324.02 310703 5.379 5.392 00:03:48 L310700.1 1
20230324.01 310702 1.993 1.979 00:01:34 L310700.2 1
20230324.01 310701 1.505 1.496 00:01:07 L310700.3 1
20230414.02 310706 5.168 5.283 00:04:13 L310700.4 1
20230325.01 310704 2.718 2.687 00:01:42 L310700.5 1
20230325.01 310705 1.621 1.619 00:01:22 L310700.6 1
20230324.02 310803 5.478 5.517 00:03:37 L310800.0 1
20230324.01 310802 1.797 1.861 00:01:50 L310800.1 1
20230324.01 310801 1.661 1.768 00:01:37 L310800.2 1
20230414.02 310806 5.135 5.259 00:03:51 L310800.3 1
20230325.01 310805 3.476 3.488 00:02:46 L310800.4 1
20230325.01 310804 1.891 1.888 00:01:18 L310800.5 1
20230324.02 310903 6.117 6.309 00:04:44 L310900.0 1
20230324.01 310902 1.69 1.724 00:01:30 L310900.1 1
20230324.01 310901 1.599 1.669 00:01:18 L310900.2 1
20230414.02 310906 1.129 1.216 00:00:56 L310900.3 1
20230414.02 310905 3.478 3.453 00:02:38 L310900.3 2
20230325.01 310904 1.989 1.987 00:01:40 L310900.5 1
20230324.02 311003 6.155 6.277 00:04:37 L311000.0 1
20230324.01 311002 1.954 1.981 00:01:48 L311000.1 1
20230324.01 311001 1.464 1.48 00:01:16 L311000.2 1
20230324.02 311103 6.202 6.338 00:04:56 L311100.0 1
20230324.01 311102 1.877 1.856 00:01:25 L311100.1 1
20230324.01 311101 1.271 1.247 00:01:05 L311100.2 1
20230324.02 311203 6.136 6.156 00:04:09 L311200.0 1
20230324.01 311202 2.456 2.45 00:02:00 L311200.1 1
20230324.01 311201 1.254 1.244 00:01:10 L311200.2 1
20230324.02 311303 6.158 6.248 00:04:59 L311300.0 1
20230324.01 311302 2.449 2.432 00:01:46 L311300.1 1
20230324.01 311301 1.317 1.305 00:01:06 L311300.2 1
20230324.02 311404 6.102 6.279 00:04:36 L311400.0 1
20230324.01 311403 2.492 2.502 00:02:00 L311400.1 1
20230324.01 311402 1.073 1.054 00:00:55 L311400.2 1
20230324.01 311401 1.336 1.326 00:01:05 L311400.3 1
20230325.01 311405 0.692 0.703 00:00:44 L311400.4 1
20230325.01 311406 4.426 4.447 00:03:41 L311400.4 2
20230324.02 311503 5.957 6.014 00:04:28 L311500.0 1
20230324.01 311502 3.767 3.748 00:02:37 L311500.1 1
20230324.01 311501 1.404 1.398 00:01:04 L311500.2 1
20230414.02 383028 0.334 0.698 00:00:37 383028 1
20230324.02 311603 6.121 6.126 00:04:08 L311600.0 1
20230324.01 311602 4.032 4.061 00:03:12 L311600.1 1
20230324.01 311601 1.24 1.222 00:01:10 L311600.2 1
20230324.02 311701 6.067 6.074 00:04:09 L311700.0 1
20230325.01 311703 3.869 3.883 00:03:21 L311700.1 1
20230325.01 311702 1.443 1.456 00:01:21 L311700.2 1
20230324.02 311801 6.197 6.211 00:04:00 L311800.0 1
20230325.01 311802 5.498 5.567 00:03:48 L311800.1 1
20230324.02 311902 2.905 2.898 00:02:13 L311900.0 1
20230324.02 311901 2.723 2.712 00:02:06 L311900.1 1
20230325.01 311904 5.441 5.504 00:04:48 L311900.2 1
20230325.01 311903 1.122 1.119 00:01:01 L311900.3 1
20230324.02 312001 2.902 2.887 00:02:00 L312000.0 1
20230324.02 312002 2.746 2.758 00:02:00 L312000.1 1
20230412.01 312003 5.277 5.315 00:04:21 L312000.2 1
20230414.01 312103 2.904 2.901 00:02:26 L312100.0 1
20230324.02 312101 2.632 2.638 00:02:02 L312100.1 1
20230412.01 312102 4.95 4.976 00:03:57 L312100.2 1
20230414.01 312203 2.173 2.162 00:01:41 L312200.0 1
20230324.02 312201 2.825 2.839 00:02:06 L312200.1 1
20230412.01 312202 5.012 5.021 00:04:09 L312200.2 1
20230414.01 312303 2.893 2.894 00:02:26 L312300.0 1
20230324.02 312301 2.793 2.793 00:02:10 L312300.1 1
20230412.01 312302 4.991 4.987 00:04:08 L312300.2 1
20230414.01 312403 2.962 2.953 00:02:17 L312400.0 1
20230324.02 312401 3.017 3.03 00:02:28 L312400.1 1
20230324.02 312402 5.288 5.312 00:03:33 L312400.2 1
20230414.01 312503 3.001 2.994 00:02:21 L312500.0 1
20230324.02 312502 3.073 3.097 00:02:18 L312500.1 1
20230324.02 312501 5.345 5.366 00:03:49 L312500.2 1
20230414.01 312602 3.266 3.261 00:02:42 L312600.0 1
20230324.02 312601 8.353 8.371 00:05:24 L312600.1 1
20230414.01 312702 3.258 3.225 00:02:34 L312700.0 1
20230324.02 312701 8.34 8.427 00:06:16 L312700.1 1
20230414.01 312802 2.96 2.957 00:02:14 L312800.0 1
20230324.02 312801 8.399 8.533 00:05:58 L312800.1 1
20230414.01 312902 2.422 2.401 00:02:07 L312900.0 1
20230324.02 312901 8.226 8.548 00:06:53 L312900.1 1
20230414.01 313002 2.418 2.427 00:02:05 L313000.0 1
20230324.02 313001 8.915 9.045 00:06:06 L313000.1 1
20230414.01 313102 2.835 2.875 00:02:38 L313100.0 1
20230324.02 313101 9.231 9.26 00:06:27 L313100.1 1
20230324.02 313202 2.978 2.978 00:02:03 L313200.0 1
20230324.02 313201 9.539 9.546 00:05:56 L313200.1 1
20230324.02 313302 2.999 2.985 00:02:18 L313300.0 1
20230324.02 313301 10.047 10.109 00:07:15 L313300.1 1
20230324.02 313402 3.043 3.05 00:02:02 L313400.0 1
20230324.02 313401 10.294 10.415 00:06:52 L313400.1 1
20230324.02 313502 3.092 3.093 00:02:13 L313500.0 1
20230324.02 313501 10.347 10.694 00:08:12 L313500.1 1
20230412.01 313602 9.623 9.686 00:08:24 L313600.0 1
20230412.01 313601 1.982 1.956 00:01:31 L313600.0 2
20230412.01 313701 12.492 12.668 00:09:47 L313700.0 1
20230412.01 313801 12.485 12.572 00:09:52 L313800.0 1
20230412.01 313901 12.456 12.641 00:09:28 L313900.1 1
20230412.01 314001 4.6 4.699 00:04:01 L314000.0 1
20230412.02 314002 7.02 7.036 00:05:35 L314000.1 1
20230412.01 314101 4.581 4.752 00:03:19 L314100.0 1
20230412.02 314102 6.861 6.889 00:04:19 L314100.1 1
20230412.01 314202 2.968 3.068 00:02:18 L314200.0 1
20230412.01 314201 0.389 0.377 00:00:21 L314200.0 2
20230412.02 314204 3.711 3.693 00:02:45 L314200.1 1
20230412.02 314203 2.633 2.602 00:02:05 L314200.1 2
20230412.01 314302 2.854 2.841 00:01:50 L314300.0 1
20230412.01 314301 0.397 0.36 00:00:19 L314300.0 2
20230412.02 314304 2.636 2.613 00:01:51 L314300.1 1
20230412.02 314303 3.716 3.68 00:02:25 L314300.1 2
20230412.01 314401 0.498 0.495 00:00:27 L314400.0 1
20230412.01 314402 2.904 2.914 00:02:20 L314400.0 2
20230412.02 314404 3.609 3.6 00:02:42 L314400.1 1
20230412.02 314403 1.981 1.961 00:01:35 L314400.1 2
20230412.01 314502 2.636 2.645 00:01:53 L314500.0 1
20230412.01 314501 0.513 0.51 00:00:27 L314500.0 2
20230412.02 314504 2.566 2.556 00:01:51 L314500.1 1
20230412.02 314503 3.43 3.484 00:02:31 L314500.1 2
20230412.01 314602 2.195 2.195 00:01:46 L314600.0 1
20230412.01 314601 0.515 0.498 00:00:29 L314600.0 2
20230412.01 314603 0.916 0.895 00:00:33 L314600.1 1
20230412.02 314604 4.562 4.689 00:03:35 L314600.1 2
20230412.01 314702 1.775 1.818 00:01:25 L314700.0 1
20230412.01 314701 0.524 0.51 00:00:25 L314700.0 2
20230412.01 314703 4.035 4.029 00:02:34 L314700.1 1
20230412.01 314801 0.528 0.51 00:00:29 L314800.0 1
20230412.01 314802 2.643 2.638 00:02:09 L314800.0 2
20230412.01 314804 4.122 4.122 00:03:18 L314800.1 1
20230412.01 314803 0.266 0.266 00:00:15 L314800.1 2
20230412.01 314902 2.64 2.662 00:01:49 L314900.0 1
20230412.01 314901 0.468 0.454 00:00:22 L314900.0 2
20230412.01 314903 4.152 4.134 00:02:53 L314900.1 1
20230412.01 315002 2.645 2.644 00:02:07 L315000.0 1
20230412.01 315001 0.211 0.193 00:00:13 L315000.0 2
20230412.01 315003 4.029 4.022 00:03:14 L315000.1 1
20230412.01 315101 2.855 2.872 00:02:01 L315100.0 1
20230412.01 315102 4.195 4.203 00:03:06 L315100.1 1
20230412.01 315201 2.533 2.533 00:01:57 L315200.0 1
20230412.01 315203 4.931 5.002 00:03:56 L315200.1 1
20230412.01 315202 1.154 1.165 00:00:51 L315200.1 2
20230412.01 315301 2.879 2.881 00:02:01 L315300.0 1
20230412.01 315302 2.93 2.931 00:02:03 L315300.1 1
20230412.01 315401 3.241 3.23 00:02:39 L315400.0 1
20230412.01 315402 4.962 4.996 00:03:43 L315400.1 1
20230412.01 382021 0.38 0.535 00:00:27 382021 1
20230412.01 382024 0.037 0.38 00:00:24 382024 1
20230412.01 382025 0.004 0.38 00:00:23 382025 1
20230412.01 382026 0.0 0.855 00:00:39 382026 1
20230412.01 315501 4.128 4.111 00:02:48 L315500.0 1
20230412.01 315502 5.007 5.038 00:03:46 L315500.1 1
20230412.01 315602 4.299 4.273 00:03:33 L315600.0 1
20230412.01 315601 0.613 0.62 00:00:28 L315600.0 2
20230412.01 315603 5.055 5.125 00:04:12 L315600.1 1
20230412.01 315701 0.58 0.552 00:00:29 L315700.0 1
20230412.01 382022 0.545 0.575 00:00:30 382022 1
20230412.02 315702 9.444 9.428 00:06:17 L315700.0 2
20230412.01 382027 0.04 2.187 00:01:41 382027 1
20230412.02 315801 10.81 10.9 00:08:04 L315800.0 1
20230412.02 315901 10.559 10.734 00:07:19 L315900.0 1
20230412.02 316001 10.411 10.609 00:07:57 L316000.0 1
20230412.02 316102 0.584 0.588 00:00:31 L316100.0 1
20230412.02 316101 10.759 10.812 00:07:44 L316100.0 2
20230412.02 316201 0.648 0.637 00:00:32 L316200.0 1
20230412.02 316202 10.738 10.785 00:07:40 L316200.0 2
20230412.02 316301 10.74 10.866 00:07:42 L316300.0 1
20230412.02 316302 0.578 0.571 00:00:24 L316300.0 2
20230412.02 316401 9.205 9.311 00:07:07 L316400.0 1
20230412.02 316501 9.509 9.503 00:06:17 L316500.0 1
20230412.02 316601 9.408 9.525 00:06:51 L316600.0 1
20230412.02 316701 9.031 9.373 00:06:03 L316700.0 1
20230412.02 316802 8.832 8.978 00:06:06 L316800.0 1
20230412.02 316801 0.384 0.352 00:00:16 L316800.0 2
20230412.02 316902 8.33 8.401 00:05:09 L316900.0 1
20230412.02 316901 0.164 0.134 00:00:08 L317000.0 1
20230412.02 317001 8.294 8.464 00:05:37 L317000.0 2
20230412.02 317002 0.238 0.235 00:00:12 L317000.0 3
20230412.02 317101 8.364 8.655 00:05:31 L317100.0 1
20230412.02 317201 0.232 0.233 00:00:13 L317200.0 1
20230412.02 317202 8.89 9.214 00:06:10 L317200.0 2
20230412.02 317301 8.727 8.889 00:05:38 L317300.0 1
20230414.01 317401 8.678 8.736 00:06:19 L317400.0 1
20230414.01 317501 8.626 8.668 00:06:27 L317500.0 1
20230414.01 317601 8.552 8.676 00:06:28 L317600.0 1
20230414.01 317701 0.668 0.636 00:00:37 L317700.0 1
20230414.01 317702 7.423 7.593 00:05:51 L317700.0 2
20230414.01 317801 7.604 7.702 00:05:36 L317800.0 1
20230414.01 317802 0.533 0.547 00:00:29 L317800.0 2
20230414.01 317901 8.568 8.601 00:06:19 L317900.0 1
20230414.01 318001 8.24 8.287 00:05:52 L318000.0 1
20230414.01 318101 8.182 8.472 00:06:10 L318100.0 1
20230414.01 318201 7.783 7.899 00:05:37 L318200.0 1
20230414.01 318301 7.776 7.896 00:05:59 L318300.0 1
20230414.01 318401 7.707 8.056 00:06:02 L318400.0 1
20230414.01 318501 7.646 7.857 00:05:37 L318500.0 1
20230414.01 318601 6.915 7.258 00:05:20 L318600.0 1
20230414.01 318701 7.035 7.289 00:05:17 L318700.0 1
20230414.01 318801 3.407 3.384 00:02:11 L318800.0 1
20230414.01 318802 2.92 2.929 00:02:01 L318800.0 2
20230414.01 318901 2.865 2.848 00:01:56 L318900.0 1
20230414.01 318902 3.362 3.372 00:02:14 L318900.0 2
20230414.01 319002 2.724 2.723 00:01:54 L319000.0 1
20230414.01 319001 3.415 3.516 00:02:29 L319000.0 2
20230414.01 319102 3.32 3.344 00:02:29 L319100.0 1
20230414.01 319101 2.78 2.798 00:02:08 L319100.0 2
20230414.01 319201 6.279 6.314 00:04:22 L319200.0 1
20230414.01 319301 6.334 6.353 00:04:33 L319300.0 1
20230414.01 319401 6.358 6.434 00:04:21 L319400.0 1
20230414.01 319501 6.283 6.362 00:04:52 L319500.0 1
